-25.0	133500
-20.0	99077.3
-15.0	74238.4
-10.0	56141.6
-5.0	42833.9
0.0	32960
5.0	25570.2
10.0	19993.4
15.0	15751.1
20.0	12499
25.0	10000
30.0	8033.8
35.0	6503.8
40.0	5297.6
45.0	4340.6
50.0	3588
55.0	2963.3
60.0	2468
65.0	2065
70.0	1737.6
75.0	1473
80.0	1246.3
85.0	1062.5
90.0	909.5
95.0	781.7
100.0	674.4
105.0	584
110.0	507.5
115.0	442.6
120.0	387.2
125.0	340


